mz,int
873.2499555736905,1.9831598461484957e-43
873.2549661765856,2.0516938102877757e-40
873.2599767794807,1.5943831635314323e-37
873.2649873823757,9.503375619914507e-35
873.2699979852708,4.346633625758861e-32
873.2750085881659,6.01935119603234e-29
873.2800191910609,1.5929013537641094e-26
873.285029793956,3.110718535288925e-24
873.290040396851,4.65007603244596e-22
873.2950509997461,5.355940084840415e-20
873.3000616026412,4.758432689429026e-18
873.3050722055362,7.8069097295641815e-16
873.3100828084313,4.5081681936459055e-14
873.3150934113264,1.7347829337305774e-12
873.3201040142214,5.1977725065606844e-11
873.3251146171165,1.2115351721187188e-09
873.3301252200116,2.1985922033175436e-08
873.3351358229066,4.42344562794757e-07
873.3401464258017,6.183341736154219e-06
873.3451570286968,4.884385994772695e-05
873.3501676315918,0.00030948733540480126
873.3551782344869,0.0015351562175521033
873.360188837382,0.006473002141794929
873.365199440277,0.0216702486994336
873.370210043172,0.05321911071363811
873.3752206460672,0.0857526808335496
873.3802312489622,0.11515018556597177
873.3852418518572,0.1190639460180686
873.3902524547524,0.0969984030112509
873.3952630576474,0.06176302373955865
873.4002736605426,0.02953242460231023
873.4052842634376,0.008223388936053172
873.4102948663326,0.0022615309382495543
873.4153054692277,0.00046240849445743656
873.4203160721228,7.516734070456011e-05
873.4253266750178,9.53254461012475e-06
873.4303372779129,5.203713823449842e-07
873.435347880808,3.7104708494344105e-08
873.440358483703,2.0620680472915053e-09
873.4453690865981,7.54753947125441e-11
873.4503796894932,2.304042807996731e-12
873.4553902923882,5.7019420787026e-14
873.4604008952833,5.371115191882181e-16
873.4654114981784,7.810059936195589e-18
873.4704221010734,5.768518761444285e-20
873.4754327039685,4.678460081938989e-22
873.4804433068635,2.722266630594982e-24
873.4854539097586,1.2823220252040731e-26
873.4904645126537,2.5981553404194345e-29
873.4954751155487,7.592267699580494e-32
873.5004857184438,6.691412717021028e-35
873.5054963213389,1.0549318937272374e-37
873.5105069242339,1.1755934504453143e-40
873.515517527129,7.0254034218197e-44
873.5205281300241,5.211123923328835e-47
873.5255387329191,2.971567427973703e-50
873.5305493358142,2.748460779523333e-54
873.5355599387093,7.701435462678692e-58
873.5405705416043,1.8056010468817205e-61
873.5455811444994,2.5348637912229067e-65
873.5505917473945,3.595794828875796e-69
873.5556023502895,5.022450344001834e-74
873.5606129531845,3.823396933655347e-78
873.5656235560797,2.0800546596177182e-82
873.5706341589747,9.339834959188807e-87
873.5756447618699,2.8454578439288324e-91
873.5806553647649,7.622263973132176e-96
873.5856659676599,1.175773908034378e-101
873.590676570555,1.7025883133137914e-106
873.5956871734501,1.7906363155076327e-111
873.6006977763451,1.4304419533161372e-116
873.6057083792402,9.411716510901167e-122
873.6107189821353,4.7385351168490076e-127
873.6157295850303,8.448656657414245e-134
873.6207401879254,2.2205780079684344e-139
873.6257507908205,4.662347089139286e-145
873.6307613937155,7.277753442378887e-151
873.6357719966106,8.985226885503452e-157
873.6407825995057,8.486927386059837e-163
873.6457932024007,1.7999342179580187e-170
873.6508038052958,9.015426121420812e-177
873.6558144081908,3.558332411007995e-183
873.6608250110859,1.0608982567816573e-189
873.665835613981,2.455544153280624e-196
873.670846216876,8.819769409622688e-205
873.6758568197711,1.1144368626639243e-211
873.6808674226662,1.0576100807457438e-218
873.6858780255612,7.781111174425128e-226
874.0867262571664,1.528126120076382e-224
874.0917368600616,1.985715583337883e-217
874.0967474629566,1.975037774582259e-210
874.1017580658516,1.5036159244630422e-203
874.1067686687468,8.762023172810972e-197
874.1117792716418,1.7221730632551347e-188
874.1167898745368,5.5011514805798064e-182
874.121800477432,1.3447384208917884e-175
874.126811080327,2.5161859071602055e-169
874.1318216832221,3.603898700944104e-163
874.1368322861172,3.951226687105877e-157
874.1418428890122,9.626428503789767e-150
874.1468534919073,5.78474533161008e-144
874.1518640948024,2.661038028454876e-138
874.1568746976974,9.370691445556459e-133
874.1618853005925,2.5261140268997194e-127
874.1668959034876,5.213179420178658e-122
874.1719065063826,1.5749289256943092e-115
874.1769171092777,1.7818388359966478e-110
874.1819277121728,1.543394750004454e-105
874.1869383150678,1.0235168930405699e-100
874.1919489179629,5.196781947208787e-96
874.196959520858,2.714002520306325e-90
874.201970123753,7.576130531010317e-86
874.2069807266481,1.615305856247344e-81
874.2119913295431,2.6372373885386633e-77
874.2170019324382,3.297238535843153e-73
874.2220125353333,3.15703744779475e-69
874.2270231382283,2.0551320182006523e-64
874.2320337411234,1.0796706403232972e-60
874.2370443440185,4.345241560617706e-57
874.2420549469135,1.3396257625635513e-53
874.2470655498086,3.163995485386746e-50
874.2520761527037,5.725462872165079e-47
874.2570867555987,4.6500296910379465e-43
874.2620973584937,4.619992153709817e-40
874.2671079613889,3.5203821118522743e-37
874.2721185642839,2.0562706877364438e-34
874.2771291671789,9.208290651439183e-32
874.2821397700741,3.161979501149719e-29
874.2871503729691,3.228329631546819e-26
874.2921609758641,6.084974082534464e-24
874.2971715787593,8.827727145572518e-22
874.3021821816543,9.829203947013472e-20
874.3071927845494,8.4020267540069e-18
874.3122033874445,1.4606483924978157e-15
874.3172139903395,7.118397905273812e-14
874.3222245932346,2.580370362392243e-12
874.3272351961297,7.19719328226925e-11
874.3322457990247,1.5438779475232618e-09
874.3372564019198,2.548038232158162e-08
874.3422670048149,6.121807706851186e-07
874.3472776077099,5.375820172295835e-06
874.352288210605,3.795520257012903e-05
874.3572988135,0.0002065514490741647
874.3623094163951,0.0008667581328249894
874.3673200192902,0.002805790157856544
874.3723306221852,0.009717217912713757
874.3773412250803,0.015297781721310882
874.3823518279754,0.021355997857747135
874.3873624308704,0.023029060323395103
874.3923730337655,0.01918565965469802
874.3973836366606,0.01352322897495361
874.4023942395556,0.005816115990769555
874.4074048424507,0.0017856984932046755
874.4124154453458,0.0004971772466394686
874.4174260482408,0.00010693388290648306
874.4224366511359,1.776339553688943e-05
874.427447254031,2.391529204590086e-06
874.432457856926,1.2150617494724142e-07
874.437468459821,8.698888151857324e-09
874.4424790627162,4.802959015050633e-10
874.4474896656112,2.044332544462553e-11
874.4525002685062,6.705074925191535e-13
874.4575108714014,1.715313868296488e-14
874.4625214742964,1.1809482531047177e-16
874.4675320771914,1.6553989277231876e-18
874.4725426800866,1.784796710684672e-20
874.4775532829816,1.4795027294022522e-22
874.4825638858766,9.429706746884357e-25
874.4875744887718,4.237618985080048e-27
874.4925850916668,4.120878167337782e-30
874.4975956945619,1.1133149928064832e-32
874.502606297457,2.3085052191394128e-35
874.507616900352,3.6729518276559505e-38
874.5126275032471,4.4864842228686025e-41
874.5176381061422,7.042242855497531e-45
874.5226487090372,4.730251705601604e-48
874.5276593119323,2.4358403062867807e-51
874.5326699148274,9.614699572832194e-55
874.5376805177224,2.9085907309374035e-58
874.5426911206175,6.743755287998651e-62
874.5477017235125,1.3262860962351537e-66
874.5527123264076,1.6885656891498116e-70
874.5577229293027,1.646853207843631e-74
874.5627335321977,1.2303021909817506e-78
874.5677441350928,7.03973103840499e-83
874.5727547379879,3.085118329834452e-87
874.5777653408829,7.558631901704374e-93
874.582775943778,1.8172221905068995e-97
874.5877865466731,3.3454452011678927e-102
874.5927971495681,4.715871056631756e-107
874.5978077524632,5.089966729299556e-112
874.6028183553583,4.185964368880975e-117
874.6078289582533,1.2801798473475115e-123
874.6128395611483,5.80057196313102e-129
874.6178501640435,2.0121452937516167e-134
874.6228607669385,5.34350684462337e-140
874.6278713698335,1.0863339003299057e-145
874.6328819727287,5.727329090123362e-153
874.6378925756237,6.38248425362565e-159
874.6429031785187,5.444675370602017e-165
874.6479137814139,3.5554342103992745e-171
874.6529243843089,1.7772398887589337e-177
874.6579349872039,6.800285558989692e-184
874.6629455900991,4.4439504078845844e-192
874.6679561929941,9.319025102266418e-199
874.6729667958891,1.4958406360921807e-205
874.6779773987843,1.8378504441779908e-212
874.6829880016793,1.7283899065421338e-219
874.6879986045744,1.2432679719905626e-226
875.0888468361796,1.423048067309339e-226
875.0938574390747,1.9038676601418277e-219
875.0988680419698,1.950820780715119e-212
875.1038786448648,1.5309657022602042e-205
875.1088892477599,9.20202947541332e-199
875.113899850655,4.23618229149344e-192
875.11891045355,6.208136005406422e-184
875.123921056445,1.5683838665424252e-177
875.1289316593402,3.034779212482718e-171
875.1339422622352,4.497685639463432e-165
875.1389528651302,5.105548997436024e-159
875.1439634680254,1.3002009798975017e-151
875.1489740709204,8.100475263763679e-146
875.1539846738154,3.865609617414355e-140
875.1589952767106,1.4129867080320467e-134
875.1640058796056,3.956187096739121e-129
875.1690164825006,8.484783943363169e-124
875.1740270853958,2.6918508965106635e-117
875.1790376882908,3.169172054911265e-112
875.1840482911858,2.858207579112408e-107
875.189058894081,1.974700883407196e-102
875.194069496976,1.0451494856447886e-97
875.199080099871,4.237754676277583e-93
875.2040907027662,1.6764225968323166e-87
875.2091013056612,3.732519348711113e-83
875.2141119085562,6.367319484095234e-79
875.2191225114514,8.322402908738714e-75
875.2241331143464,8.334798051060203e-71
875.2291437172414,5.743257543043567e-66
875.2341543201366,3.1594879787778294e-62
875.2391649230316,1.3321377023042909e-58
875.2441755259267,4.3045284562976274e-55
875.2491861288217,1.0660377622494493e-51
875.2541967317168,2.023574042713312e-48
875.2592073346119,1.7456085958156199e-44
875.2642179375069,1.820828017174123e-41
875.269228540402,1.457046269024054e-38
875.2742391432971,8.939922528485158e-36
875.2792497461921,4.206262461221619e-33
875.2842603490872,1.5177896248318722e-30
875.2892709519823,1.648734373138228e-27
875.2942815548773,3.2665519033241384e-25
875.2992921577724,4.980293803792895e-23
875.3043027606675,5.8269393691420694e-21
875.3093133635625,5.23266433745741e-19
875.3143239664576,1.0077492925591373e-16
875.3193345693527,4.942284921056337e-15
875.3243451722477,1.8809171183090672e-13
875.3293557751427,5.49911727882406e-12
875.3343663780379,1.2353782081028716e-10
875.3393769809329,2.1330230353827345e-09
875.3443875838279,5.404988718832307e-08
875.3493981867231,4.957776792106872e-07
875.3544087896181,3.645057308457904e-06
875.3594193925131,2.0618365282813012e-05
875.3644299954083,8.97490624247834e-05
875.3694405983033,0.00030068788287053645
875.3744512011983,0.00108034460110829
875.3794618040935,0.0017548499601005103
875.3844724069885,0.002513446992910199
875.3894830098835,0.002772179493770341
875.3944936127787,0.002354515320614185
875.3995042156737,0.001539923443856244
875.4045148185687,0.0008830186315240526
875.4095254214639,0.00022777109418814766
875.4145360243589,6.367919000167722e-05
875.419546627254,1.370208323249024e-05
875.424557230149,2.268709540767887e-06
875.4295678330441,3.0322634783260473e-07
875.4345784359392,1.520335871136917e-08
875.4395890388342,1.0725252126723802e-09
875.4445996417293,5.81626279411254e-11
875.4496102446244,2.42405644546373e-12
875.4546208475194,7.762457075259418e-14
875.4596314504145,1.9330601979888566e-15
875.4646420533096,1.2833014248679409e-17
875.4696526562046,1.7424889993413118e-19
875.4746632590997,1.8162238217338547e-21
875.4796738619948,1.452933856245724e-23
875.4846844648898,8.919163557100052e-26
875.4896950677849,4.212462549056718e-28
875.49470567068,3.5701321164415128e-31
875.499716273575,9.258959639739598e-34
875.50472687647,1.8415337543414723e-36
875.5097374793652,2.808584175825877e-39
875.5147480822602,3.286738061327733e-42
875.5197586851552,4.887656913698678e-46
875.5247692880504,3.1431054134619254e-49
875.5297798909454,1.549316587630977e-52
875.5347904938404,5.8534702419343985e-56
875.5398010967356,1.6949244936122104e-59
875.5448116996306,3.7617579866704055e-63
875.5498223025256,7.0064528885844865e-68
875.5548329054208,8.542289744941652e-72
875.5598435083158,7.980280624839036e-76
875.5648541112108,5.712312525260639e-80
875.569864714106,3.1328479427191556e-84
875.574875317001,1.3164312094730647e-88
875.579885919896,3.0619249418817955e-94
875.5848965227912,7.064936712388215e-99
875.5899071256862,1.2488191350687473e-103
875.5949177285812,1.691055227679968e-108
875.5999283314763,1.7541897073060655e-113
875.6049389343714,7.09889550249885e-120
875.6099495372665,4.0425302826590583e-125
875.6149601401615,1.7633814326244909e-130
875.6199707430566,5.892000542116707e-136
875.6249813459517,1.5079828175052243e-141
875.6299919488467,2.9562542460274036e-147
875.6350025517418,1.4905125961388531e-154
875.6400131546369,1.6037471990255595e-160
875.6450237575319,1.3216936344833433e-166
875.650034360427,8.342879833468862e-173
875.6550449633221,4.03355018170831e-179
875.6600555662171,1.4936251432838583e-185
875.6650661691122,9.376926061185689e-194
875.6700767720073,1.9055175759770578e-200
875.6750873749023,2.9657707071702625e-207
875.6800979777973,3.535343255650966e-214
875.6851085806925,3.227694731691776e-221
875.6901191835875,2.2217259971754415e-228
