mz,int
871.328864520127,1.0471661760254678e-06
871.3308657638775,2.9104385478615175e-06
871.3328670076279,8.456004721335566e-06
871.3348682513783,2.344995208070556e-05
871.3368694951289,6.207103813536049e-05
871.3388707388793,0.00015682189532062858
871.3408719826298,0.00037817720451080087
871.3428732263802,0.0008704729122258496
871.3448744701307,0.0019124352109895855
871.3468757138811,0.004010421629850583
871.3488769576317,0.008027224904447244
871.3508782013821,0.015336037755683266
871.3528794451325,0.02796620127193613
871.354880688883,0.0486773106558778
871.3568819326334,0.08087097149227927
871.3588831763839,0.1282424820255877
871.3608844201343,0.19410847926159608
871.3628856638849,0.28043394925978665
871.3648869076353,0.38671435351601424
871.3668881513858,0.5090069781782534
871.3688893951362,0.6394859719210475
871.3708906388866,0.7668531978298588
871.3728918826371,0.877743123856833
871.3748931263876,0.9589515837362803
871.3768943701381,1.0
871.3788956138885,0.9953536404130953
871.380896857639,0.945646689581104
871.3828981013894,0.8575401705476555
871.3848993451398,0.7422566089297769
871.3869005888903,0.6132360154839378
871.3889018326408,0.4835875850860026
871.3909030763913,0.3639958692728145
871.3929043201417,0.2615119179273068
871.3949055638922,0.17933295877825264
871.3969068076426,0.11738218832423125
871.398908051393,0.07333606361662141
871.4009092951436,0.04373268313839463
871.402910538894,0.024892447520672954
871.4049117826445,0.013523896002184801
871.4069130263949,0.0070130764234307644
871.4089142701454,0.003471263753266239
871.4109155138958,0.0016399805545148996
871.4129167576463,0.0007395398184296488
871.4149180013968,0.00031831413567292536
871.4169192451473,0.00013077402569025993
871.4189204888977,5.1281173832917617e-05
871.4209217326481,1.9193978175506635e-05
871.4229229763986,6.857128277391972e-06
871.424924220149,2.338241908805788e-06
871.4269254638996,6.700109368643104e-07
872.3254839078559,1.2052814990688422e-08
872.3274851516063,4.2328224248536975e-08
872.3294863953568,1.249844712195276e-07
872.3314876391072,5.57539196125055e-07
872.3334888828576,1.6730611079955415e-06
872.3354901266082,4.581118445480333e-06
872.3374913703586,1.2022381101882707e-05
872.3394926141091,3.0265969347428344e-05
872.3414938578595,7.308917690484229e-05
872.34349510161,0.00016929927237053133
872.3454963453604,0.0003761065560302804
872.347497589111,0.000801223609535016
872.3494988328614,0.0017734205480441161
872.3515000766118,0.003303195292991379
872.3535013203623,0.006163797436365824
872.3555025641127,0.01102729113447507
872.3575038078632,0.01890873008848937
872.3595050516136,0.031066511838160525
872.3615062953642,0.04889033312729246
872.3635075391146,0.07367507699446617
872.365508782865,0.10628138255849023
872.3675100266155,0.14672749689307965
872.3695112703659,0.19380734347772233
872.3715125141164,0.2448661242628254
872.3735137578669,0.2958634220187719
872.3755150016174,0.34179937394940263
872.3775162453678,0.37747724696114615
872.3795174891183,0.3984559720733371
872.3815187328687,0.401955873400157
872.3835199766191,0.38746340032477505
872.3855212203696,0.35685338599199873
872.3875224641201,0.3139890684428448
872.3895237078706,0.26391808030846486
872.391524951621,0.21189614385077032
872.3935261953715,0.16249880605986125
872.3955274391219,0.11902233854991617
872.3975286828723,0.08326060509440317
872.3995299266229,0.0556247734221582
872.4015311703733,0.03548969531533914
872.4035324141238,0.021623794411880913
872.4055336578742,0.01258200208993788
872.4075349016247,0.006991180058242736
872.4095361453751,0.0037096303683707378
872.4115373891256,0.0018796994682999993
872.4135386328761,0.0009095437006163708
872.4155398766266,0.00042027855444226847
872.417541120377,0.00018681250797607859
872.4195423641274,7.738223351152634e-05
872.4215436078779,3.1100240090923614e-05
872.4235448516283,1.193517412704869e-05
872.4255460953789,4.36680192729e-06
872.4275473391293,1.5283337564232286e-06
872.4295485828798,5.107538617920273e-07
872.4315498266302,6.037677314624124e-08
872.4335510703806,3.058249632731579e-09
873.328107026836,3.035129891773205e-09
873.3301082705865,1.2932963176227439e-08
873.3321095143369,5.381406195594566e-08
873.3341107580875,1.892201617467712e-07
873.3361120018379,5.774153411959353e-07
873.3381132455884,1.5807611849528303e-06
873.3401144893388,4.141238296808729e-06
873.3421157330893,1.0393791748681315e-05
873.3441169768397,2.4992561646958648e-05
873.3461182205903,5.757654083375574e-05
873.3481194643407,0.00012707947375670714
873.3501207080911,0.0002687134723634492
873.3521219518416,0.0005443388818546694
873.354123195592,0.0010563064310628396
873.3561244393425,0.0019634492046629423
873.3581256830929,0.003495599466462253
873.3601269268435,0.005960111185514243
873.3621281705939,0.00973133639586944
873.3641294143443,0.015213456984573713
873.3661306580948,0.022770392522869973
873.3681319018452,0.032624885420379474
873.3701331455957,0.04474160738384168
873.3721343893462,0.05872279529181927
873.3741356330967,0.0737536676078992
873.3761368768471,0.08863244878508757
873.3781381205976,0.10190281978241081
873.380139364348,0.112077394649916
873.3821406080984,0.11790831720439941
873.3841418518489,0.11863804810522524
873.3861430955994,0.1141609724053348
873.3881443393499,0.10504826764467393
873.3901455831003,0.0924280168844449
873.3921468268508,0.0777553478204393
873.3941480706012,0.06253736536301611
873.3961493143516,0.048084453032124316
873.3981505581022,0.03534279624272554
873.4001518018526,0.02483165898693209
873.4021530456031,0.016676260491582058
873.4041542893535,0.010704370697007299
873.406155533104,0.00656714178571883
873.4081567768544,0.0038506087184949195
873.410158020605,0.002157777741198874
873.4121592643554,0.0011555705017166759
873.4141605081059,0.0005914092753046371
873.4161617518563,0.000289249510652273
873.4181629956067,0.0001351892275183273
873.4201642393572,6.0379542256479484e-05
873.4221654831076,2.576975353762423e-05
873.4241667268582,1.0509908316191766e-05
873.4261679706086,4.0959277581801564e-06
873.4281692143591,1.523436930677781e-06
873.4301704581095,5.415314547664294e-07
873.4321717018599,1.7455065661028854e-07
873.4341729456104,4.183654527407158e-08
873.4361741893609,2.52724322684215e-09
874.3347326333172,1.5279625233681376e-09
874.3367338770677,1.5962556312685375e-08
874.3387351208181,5.468570688129968e-08
874.3407363645686,1.5879308243051767e-07
874.342737608319,4.403958871724468e-07
874.3447388520696,1.166582179390192e-06
874.34674009582,2.9515792416146463e-06
874.3487413395704,7.132919602174807e-06
874.3507425833209,1.6464966386616096e-05
874.3527438270713,3.630295523958927e-05
874.3547450708218,7.645709548749541e-05
874.3567463145723,0.00015381385257662452
874.3587475583228,0.0002955848477469676
874.3607488020732,0.0005426067909269177
874.3627500458236,0.0009515068818578378
874.3647512895741,0.0015939313829916148
874.3667525333245,0.0025507365814323086
874.368753777075,0.0038994844786587337
874.3707550208255,0.005695103511240301
874.372756264576,0.007946137161848403
874.3747575083264,0.010591990179322561
874.3767587520769,0.013488793226928449
874.3787599958273,0.016411543338192097
874.3807612395777,0.019077134767359682
874.3827624833283,0.02118705791033566
874.3847637270787,0.02248164491814846
874.3867649708292,0.022792465706296686
874.3887662145796,0.022078313791751507
874.3907674583301,0.020434174610551307
874.3927687020805,0.01807048425259022
874.394769945831,0.015268925512911017
874.3967711895815,0.01232756359242198
874.3987724333319,0.009509983863641864
874.4007736770824,0.007010020265657769
874.4027749208328,0.004937401810603966
874.4047761645833,0.003322918022884468
874.4067774083337,0.002136901425966106
874.4087786520843,0.001313089391338313
874.4107798958347,0.0007709917881157905
874.4127811395851,0.0004325646795343551
874.4147823833356,0.00023189845614668864
874.416783627086,0.00011879257297525056
874.4187848708365,5.8146550384538355e-05
874.4207861145869,2.7195681291511402e-05
874.4227873583375,1.2153876962787487e-05
874.4247886020879,5.189980440479352e-06
874.4267898458384,2.1176257593442187e-06
874.4287910895888,8.255843627159213e-07
874.4307923333392,3.0753756933937226e-07
874.4327935770897,1.09459804451704e-07
874.4347948208402,3.569627738684558e-08
874.4367960645907,8.11003031351325e-09
875.3393569960479,1.65352017350113e-09
875.3413582397983,5.76530047544589e-09
875.3433594835489,1.6897672650517808e-08
875.3453607272993,4.7291821596307823e-08
875.3473619710497,1.2638622344021633e-07
875.3493632148002,3.2252865259163425e-07
875.3513644585506,7.859448139678543e-07
875.3533657023011,1.828821371511387e-06
875.3553669460516,4.063556434708239e-06
875.3573681898021,8.621788147931897e-06
875.3593694335525,1.746806106424278e-05
875.361370677303,3.3794700483158425e-05
